pub_id,doi,isbn,doc_type,authors,authors_clean,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher,author_id
1593,https://doi.org/10.29242/rli.292.4,,Article,Rosarie Coughlan; Geoffrey Brown; Bobby Glushko; Inba Kehoe,,2017,A Quest to Survey Library and University Press Collaborations in Canada: A Case Study in Research Approach and Design,Research library issues,,,,https://openalex.org/W2780399167,,,,Association of Research Libraries,1244
2298,https://doi.org/10.29242/rli.292.4,,Article,Rosarie Coughlan; Geoffrey Brown; Bobby Glushko; Inba Kehoe,,2017,A Quest to Survey Library and University Press Collaborations in Canada: A Case Study in Research Approach and Design,Research library issues,,292,,https://openalex.org/W2780399167,,,,Association of Research Libraries,975
2299,https://doi.org/10.29242/rli.292.5,,Article,Bobby Glushko,,2017,Failure Is an Orphan: Reflecting on the Fall of the University of Michigan Orphan Works Project,Research library issues,,292,27-36,https://openalex.org/W2776060530,,,,Association of Research Libraries,975
66,https://doi.org/10.1002/jrsm.1261,,Article,Tracey Carr; Elizabeth M. Quinlan; Susan Robertson; Angie Gerrard,,2017,Adapting realist synthesis methodology: The case of workplace harassment interventions,Research Synthesis Methods,8,4,496-505,https://openalex.org/W2750472691,,,,Wiley-Blackwell,1352
67,https://doi.org/10.1002/jrsm.1272,,Article,Annette S.H. Schultz; Leah Goertzen; Janet Rothney; Pamela Wener; Jennifer Enns; Gayle Halas; Alan Katz,,2018,A scoping approach to systematically review published reviews: Adaptations and recommendations,Research Synthesis Methods,9,1,116-123,https://openalex.org/W2762597371,,,,Wiley-Blackwell,1175
68,https://doi.org/10.1002/jrsm.1398,,Article,Susan Armijo-Olivo; Rodger Craig; Sandy Campbell,,2020,Comparing machine and human reviewers to evaluate the risk of bias in randomized controlled trials,Research Synthesis Methods,,,,https://openalex.org/W3006673017,,,,Wiley-Blackwell,1444
331,https://doi.org/10.1016/j.resuscitation.2021.08.001,,Article,Laila Hussein; Mohammad Anzal Rehman; Tomislav Jelic; Alexei Berdnikov; Felipe Teran; Simon Richards; Nicole Askin; Robert Jarman,,2021,Transoesophageal echocardiography in cardiac arrest: A systematic review,Resuscitation,178,,167-175,https://openalex.org/W3195379435,,,,Elsevier BV,1195
1485,https://doi.org/10.2307/3512168,,Article,Tina Wildhagen; Charles W. Mueller; Minglu Wang,,2005,Factors Leading to Clergy Job Search in Two Protestant Denominations,Review of Religious Research,46,4,380-402,https://openalex.org/W2335194759,,,,Springer Science+Business Media,1072
1125,https://doi.org/10.1515/revic-2014-0008,,Article,Stephen J. Geier; Stephen A. Westcott,,2015,Dehydrogenative borylation: the dark horse in metal-catalyzed hydroborations and diborations?,Reviews in Inorganic Chemistry,35,2,,https://openalex.org/W2563956500,,,,De Gruyter,1283
1902,https://doi.org/10.7202/304739ar,,Article,Paul Laverdure,,1989,"Tendances dominantes de líhistoriographie religieuse au Canada anglais, 1979-1988",Revue D Histoire De L Amerique Francaise,42,4,579-587,https://openalex.org/W2098111623,,,,Institut d'histoire de l'AmÈrique franÁaise,1133
2370,https://doi.org/10.7202/005530ar,,Article,…ric Leroux,,1998,"CORCOS, Arlette, MontrÈal, les Juifs et líÈcole (MontrÈal, Septentrion, 1997), 305 p.",Revue D Histoire De L Amerique Francaise,51,4,581-582,https://openalex.org/W91152945,,,,Institut d'histoire de l'AmÈrique franÁaise,2038
2335,https://doi.org/10.4000/alsace.2010,,Article,Jean-Paul Lingelser,,2014,"SAUVE (Jean-SÈbastien), Notre-Dame de Strasbourg. Les faÁades gothiques",Revue d'Alsace,,,,https://openalex.org/W2179813986,,,,OpenEdition,2042
2372,https://doi.org/10.7202/014501ar,,Article,Yvon Lemay,,2007,RÈflexion sur la rÈalitÈ conceptuelle de la gestion de líinformation,Revue de l'UniversitÈ de Moncton,36,2,103-129,https://openalex.org/W2089764813,,,,Consortium Erudit,2037
2414,https://doi.org/10.7202/1036573ar,,Article,Isabel CÙtÈ; Jean-SÈbastien SauvÈ,,2016,"HomopaternitÈ, gestation pour autrui : no manís land?",Revue gÈnÈrale de droit,46,1,27-69,https://openalex.org/W2299143088,,,,Consortium Erudit,2042
431,https://doi.org/10.1039/C7RA06526D,,Article,Lauren K. Keyes; Angela D. K. Todd; Nick A. Giffin; Alex Veinot; Arthur D. Hendsbee; Katherine N. Robertson; Stephen J. Geier; Jason D. Masuda,,2017,"Reaction of sterically encumbered phenols, TEMPO-H, and organocarbonyl insertion reactions with L-AlH<sub>2</sub> (L = HC(MeCNDipp)<sub>2</sub>, Dipp = 2,6-diisopropylphenyl)",RSC Advances,7,59,37315-37323,https://openalex.org/W2738698464,,,,Royal Society of Chemistry,1283
1484,https://doi.org/10.22605/rrh4055,,Article,Kathleen F. Hunter; Belinda Parke; Maureen Babb; Dorothy Forbes; Laurel A. Strain,,2017,Balancing safety and harm for older adults with dementia in rural emergency departments: healthcare professionalsí perspectives,Rural and Remote Health,,,,https://openalex.org/W2606725885,,,,Deakin University,1191
926,https://doi.org/10.1177/2158244013490708,,Article,Denise Koufogiannakis,,2013,Academic Librarians Use Evidence for Convincing,SAGE Open,,,,https://openalex.org/W2171241011,,,,SAGE Publishing,1499
920,https://doi.org/10.1177/2050312118822910,,Article,Leanne Kosowan; Pamela Wener; Maxine Holmqvist; Miriam Gonzalez; Gayle Halas; Janet Rothney; Alan Katz,,2019,"Physical activity promotion in Manitoba: Strengths, needs, and moving forward",Sage Open Medicine,7,,,https://openalex.org/W2912672659,,,,SAGE Publishing,1175
594,https://doi.org/10.1093/schbul/sbv016,,Article,Jason R. Randall; Sherri Vokey; Hal Loewen; Patricia J. Martens; Marni Brownell; Alan Katz; Nathan C. Nickel; Elaine Burland; Dan Chateau,,2015,A Systematic Review of the Effect of Early Interventions for Psychosis on the Usage of Inpatient Services,Schizophrenia Bulletin,41,6,1379-1386,https://openalex.org/W2034431052,,,,Oxford University Press,1171
595,https://doi.org/10.1093/schbul/sbv016,,Article,Jason R. Randall; Sherri Vokey; Hal Loewen; Patricia J. Martens; Marni Brownell; Alan Katz; Nathan C. Nickel; Elaine Burland; Dan Chateau,,2015,A Systematic Review of the Effect of Early Interventions for Psychosis on the Usage of Inpatient Services,Schizophrenia Bulletin,41,6,1379-1386,https://openalex.org/W2034431052,,,,Oxford University Press,1200
1479,https://doi.org/10.22230/src.2010v1n1a18,,Article,James MacGregor; Andrea Kosavic,,2010,"Who Knows What, When? Current and Desired Capacities for Online Journal Statistics Gathering and Dissemination",Scholarly and Research Communication,1,1,,https://openalex.org/W1585024517,,,,CISP Journal Services,1034
1480,https://doi.org/10.22230/src.2012v3n1a47,,Article,Stan Ruecker,,2012,Drilling for Papers in INKE,Scholarly and Research Communication,3,1,,https://openalex.org/W3021581336,,,,CISP Journal Services,1362
1481,https://doi.org/10.22230/src.2015v6n2a224,,Article,K. Jane Burpee; Bobby Glushko; Lisa Goddard; Inba Kehoe; Patricia Moore,,2015,Outside the Four Corners: Exploring Non≠-Traditional Scholarly Communication,Scholarly and Research Communication,6,2,,https://openalex.org/W1870437236,,,,CISP Journal Services,1244
1482,https://doi.org/10.22230/src.2015v6n2a224,,Article,K. Jane Burpee; Bobby Glushko; Lisa Goddard; Inba Kehoe; Patricia Moore,,2015,Outside the Four Corners: Exploring Non≠-Traditional Scholarly Communication,Scholarly and Research Communication,6,2,,https://openalex.org/W1870437236,,,,CISP Journal Services,975
2216,https://doi.org/10.1300/j122v25n03_07,,Article,Randy Reichardt; Geoffrey Harder,,2005,Weblogs,Science & Technology Libraries,25,3,105-116,https://openalex.org/W2316672540,,,,Haworth Press,1498
459,https://doi.org/10.1080/01942620802205561,,Article,Marie Speare,,2010,Environmental Microbiology: A Database Coverage Study,Science & Technology Libraries,29,02-Jan,15-Jan,https://openalex.org/W1991231686,,,,Haworth Press,1189
460,https://doi.org/10.1080/0194262X.2015.1085348,,Article,Minglu Wang; Bonnie L. Fong,,2015,Embedded Data Librarianship: A Case Study of Providing Data Management Support for a Science Department,Science & Technology Libraries,34,3,228-240,https://openalex.org/W2213022491,,,,Haworth Press,1072
462,https://doi.org/10.1080/0194262X.2020.1758284,,Article,Ian D. Gordon; Brian Cameron; Debbie Chaves; Rebecca Hutchinson,,2020,"Information Seeking Behaviors, Attitudes, and Choices of Academic Mathematicians",Science & Technology Libraries,39,3,253-280,https://openalex.org/W3033746925,,,,Haworth Press,838
2132,https://doi.org/10.1080/0194262x.2020.1758284,,Article,Ian D. Gordon; Brian Cameron; Debbie Chaves; Rebecca Hutchinson,,2020,"Information Seeking Behaviors, Attitudes, and Choices of Academic Mathematicians",Science & Technology Libraries,39,3,253-280,https://openalex.org/W3033746925,,,,Haworth Press,893
2133,https://doi.org/10.1080/0194262x.2021.1991546,,Article,Ian D. Gordon; Debbie Chaves; Dylanne Dearborn; Shawn Hendrikx; Rebecca Hutchinson; Christopher Popovich; Michael J. White,,2022,"Information Seeking Behaviors, Attitudes, and Choices of Academic Physicists",Science & Technology Libraries,41,3,31-Jan,https://openalex.org/W4206442406,,,,Haworth Press,893
465,https://doi.org/10.1080/0194262X.2022.2049954,,Article,Li Zhang; Maha Kumaran,,2022,STEM Librariansí Presence on Academic Profile Websites,Science & Technology Libraries,,,,https://openalex.org/W4221035051,,,,Haworth Press,1375
336,https://doi.org/10.1016/j.scitotenv.2018.07.111,,Article,Rongfu Huang; Yuan Chen; Mohamed N.A. Meshref; Pamela Chelme-Ayala; Shimiao Dong; Mohamed D. Ibrahim; Chengjin Wang; Nikolaus Klamerth; Sarah A. Hughes; John V. Headley; Kerry M. Peru; Christine Brown; Ashley Mahaffey; Mohamed Gamal El-Din,,2018,"Monitoring of classical, oxidized, and heteroatomic naphthenic acids species in oil sands process water and groundwater from the active oil sands operation area",Science of The Total Environment,,,,https://openalex.org/W2884164852,,,,Elsevier BV,1482
337,https://doi.org/10.1016/j.scitotenv.2018.12.287,,Article,Bruce W. Kilgour; Ashley Mahaffey; Christine Brown; Sarah A. Hughes; Charles Hatry; Liza Hamilton,,2019,Variation in toxicity and ecological risks associated with some oil sands groundwaters,Science of The Total Environment,,,,https://openalex.org/W2906043009,,,,Elsevier BV,1482
338,https://doi.org/10.1016/j.scitotenv.2020.139191,,Article,Mohamed N.A. Meshref; Mohamed D. Ibrahim; Rongfu Huang; Lingling Yang; Zuo Tong How; Nikolaus Klamerth; Pamela Chelme-Ayala; Sarah A. Hughes; Christine Brown; Ashley Mahaffey; Mohamed Gamal El-Din,,2020,Fourier transform infrared spectroscopy as a surrogate tool for the quantification of naphthenic acids in oil sands process water and groundwater,Science of The Total Environment,,,,https://openalex.org/W3022154720,,,,Elsevier BV,1482
133,https://doi.org/10.1007/s11192-015-1676-5,,Article,James D. OíLeary; Mark W. Crawford; Eva Jurczyk; Alison M.J. Buchan,,2015,"Benchmarking bibliometrics in biomedical research: research performance of the University of Torontoís Faculty of Medicine, 2008ñ2012",Scientometrics,105,1,311-321,https://openalex.org/W2142066148,,,,Springer Nature (Netherlands),448
135,https://doi.org/10.1007/s11192-016-2094-z,,Article,Alison M.J. Buchan; Eva Jurczyk; Ruth Isserlin; Gary D. Bader,,2016,Global neuroscience and mental health research: a bibliometrics case study,Scientometrics,109,1,515-531,https://openalex.org/W2489636575,,,,Springer Nature (Netherlands),448
136,https://doi.org/10.1007/s11192-017-2254-9,,Article,Antoine Archambault; Philippe Mongeon; Vincent LariviËre,,2017,On the effects of the reunification on German researchersí publication patterns,Scientometrics,111,1,337-347,https://openalex.org/W2580686561,,,,Springer Nature (Netherlands),699
137,https://doi.org/10.1007/s11192-018-2924-2,,Article,Li Zhang; Erin Watson,,2018,The prevalence of green and grey open access: Where do physical science researchers archive their publications?,Scientometrics,117,3,,https://openalex.org/W2894671124,,,,Springer Nature (Netherlands),1375
412,https://doi.org/10.1023/a:1024189702463,,Article,Xuemei Li; Mike Thelwall; Peter B. Musgrove; David Wilkinson,,2003,NA,Scientometrics,57,2,239-255,https://openalex.org/W1619481971,,,,Springer Nature (Netherlands),1068
130,https://doi.org/10.1007/s11192-005-0246-7,,Article,Xuemei Li; Mike Thelwall; David Wilkinson; Peter B. Musgrove,,2005,National and international university departmental Web site interlinking,Scientometrics,64,2,151-185,https://openalex.org/W2170656986,,,,Springer Nature (Netherlands),1068
131,https://doi.org/10.1007/s11192-005-0247-6,,Article,Xuemei Li; Mike Thelwall; David Wilkinson; Peter B. Musgrove,,2005,National and international university departmental Web site interlinking,Scientometrics,64,2,187-208,https://openalex.org/W2955471778,,,,Springer Nature (Netherlands),1068
132,https://doi.org/10.1007/s11192-011-0580-x,,Article,Xuemei Li; Mike Thelwall; Dean Giustini,,2012,Validating online reference managers for scholarly impact measurement,Scientometrics,91,2,461-471,https://openalex.org/W2143612877,,,,Springer Nature (Netherlands),1068
134,https://doi.org/10.1007/s11192-016-1953-y,,Article,AdËle Paul-Hus; Nadine Desrochers; Rodrigo Costas,,2016,"Characterization, description, and considerations for the use of funding acknowledgement data in Web of Science",Scientometrics,,,167-182,https://openalex.org/W2340061204,,,,Springer Nature (Netherlands),2032
138,https://doi.org/10.1007/s11192-018-2924-2,,Article,Li Zhang; Erin Watson,,2018,The prevalence of green and grey open access: Where do physical science researchers archive their publications?,Scientometrics,,,,https://openalex.org/W2894671124,,,,Springer Nature (Netherlands),1372
1110,https://doi.org/10.14288/sa.v1i1.186336,,Article,Nicole Askin,,2015,Collaboration and crowdsourcing: the future of LAM convergence,See Also,8,4,279-293,https://openalex.org/W1860215898,,,,,1195
1111,https://doi.org/10.14288/sa.v1i1.186337,,Article,Nicole Askin,,2015,Managing barriers: provision of information access for underserved groups,See Also,,,,https://openalex.org/W2106120091,,,,,1195
2124,https://doi.org/10.1053/j.sult.2020.04.008,,Article,Aishah Azam; Giles Rottenberg,,2020,"Multimodality Imaging Findings Postcystectomy: Postoperative Anatomy, Surgical Complications, and Surveillance Imaging",Seminars in Ultrasound Ct and Mri,41,4,392-401,https://openalex.org/W3025889540,,,,Elsevier BV,1671
2434,https://doi.org/10.7202/1079451ar,,Article,Jean-Michel Lapointe,,2020,"La littÈrature, un art visuel comme les autres ? Lí…criture sans Ècriture de Kenneth Goldsmith (2018)",Sens public,,,07-Jan,https://openalex.org/W3207692193,,,,Consortium Erudit,671
2217,https://doi.org/10.1300/J123v50n01_17,,Article,Andrew Waller; Gwen Bird,,2006,ìWe Own Itî,Serials Librarian,50,02-Jan,179-196,https://openalex.org/W2079574577,,,,Taylor & Francis,2016
1035,https://doi.org/10.1300/J123v51n02_02,,Article,Kevin Stranack,,2006,CUFTS,Serials Librarian,51,2,29-39,https://openalex.org/W2001839386,,,,Taylor & Francis,1261
480,https://doi.org/10.1080/03615260801970824,,Article,Kevin Stranack,,2008,ThereSearcherSoftware Suite: A Case Study of Library Collaboration and Open Source Software Development,Serials Librarian,55,,,https://openalex.org/W1980670622,,,,Taylor & Francis,1261
482,https://doi.org/10.1080/0361526X.2017.1297590,,Article,Melissa E Johnson; Kim Mears; Abigail Drescher,,2017,Creating the Arsenal: Augusta Universityís Undergraduate Research Journal,Serials Librarian,72,(1-4),128-133,https://openalex.org/W2593821985,,,,Taylor & Francis,1311
483,https://doi.org/10.1080/0361526X.2021.2008582,,Article,Jaclyn McLean; Ken Ladd,,2022,"The Buyback Dilemma: How We Developed a Principle-Based, Data-Driven Approach to Unbundling Big Deals",Serials Librarian,81,(3-4),295-311,https://openalex.org/W4220671524,,,,Taylor & Francis,1363
481,https://doi.org/10.1080/03615260802690728,,Article,Mary Marshall; Linda Barr; Charlene Sorensen,,2009,Painless Decisions: Serials and Digital Initiatives,Serials Librarian,,,,https://openalex.org/W2056037830,,,,Taylor & Francis,1369
341,https://doi.org/10.1016/j.serrev.2011.12.012,,Article,Robert W. Boissy; Thomas N. Taylor; Christine M. Stamison; Kittie Henderson; Ann Okerson; Rob Van Rennes; Jim Dooley; Rebecca Kemp; Geoffrey Little; David C. Fowler; Kimberly Douglas; Lawrence Clemens; Alexis Linoski,,2012,Is the ìBig Dealî Dying?,Serials Review,38,1,36-45,https://openalex.org/W2049943477,,,,Taylor & Francis,562
342,https://doi.org/10.1016/j.serrev.2012.08.002,,Article,Kate Davis; Lei Jin; Colleen Neely; Harriet Rykse,,2012,Shared Patron-Driven Acquisition Within a Consortium: The OCUL PDA Pilot,Serials Review,38,3,183-187,https://openalex.org/W1997582085,,,,Taylor & Francis,820
446,https://doi.org/10.1080/00987913.2016.1274209,,Article,Tony Horava; Harriet Rykse; Anne Smithers; Caitlin Tillman; Wade Wyckoff,,2017,Making Shared Print Management Happen: A Project of Five Canadian Academic Libraries,Serials Review,43,1,08-Feb,https://openalex.org/W2595610859,,,,Taylor & Francis,409
447,https://doi.org/10.1080/00987913.2017.1316628,,Article,Sharon E. Farb; Robert Glushko; Stephanie Orfano; Kelly Smith,,2017,Reducing the Costs of Course Materials,Serials Review,43,2,158-162,https://openalex.org/W2606913407,,,,Taylor & Francis,975
448,https://doi.org/10.1080/00987913.2019.1689897,,Article,Christine L. Ferguson; Melissa Belvadi,,2019,How Much Do Print Backfiles Matter?,Serials Review,45,4,239-244,https://openalex.org/W2988310309,,,,Taylor & Francis,1290
449,https://doi.org/10.1080/00987913.2021.1957076,,Article,Abigail Sparling,,2021,Making Up the Difference: Using Custom Reporting to Identify Metadata Inaccuracies in Link Resolver Serial Metadata,Serials Review,,,,https://openalex.org/W3191251748,,,,Taylor & Francis,1470
2254,https://doi.org/10.18785/slis.0701.06,,Article,Martha Attridge Bufton; Teresa S. Welsh,,2018,British Studies Interview,SLIS Connecting,7,1,24-27,https://openalex.org/W2895773800,,,,University of Southern Mississippi,854
345,https://doi.org/10.1016/j.socscimed.2019.112495,,Article,Tara C. Horrill; Janice Linton; JosÈe G. Lavoie; Donna Martin; Allison Wiens; Annette S.H. Schultz,,2019,Access to cancer care among Indigenous peoples in Canada: A scoping review,Social Science & Medicine,238,,,https://openalex.org/W2969326299,,,,Elsevier BV,1176
346,https://doi.org/10.1016/j.socscimed.2021.113899,,Article,Ben Brisbois; Dawn Hoogeveen; Sandra Allison; Donald C. Cole; Trina Fyfe; Henry G. Harder; Margot W. Parkes,,2021,Storylines of research on resource extraction and health in Canada: A modified metanarrative synthesis,Social Science & Medicine,277,,,https://openalex.org/W3148087080,,,,Elsevier BV,1266
894,https://doi.org/10.1177/0894439303253980,,Article,David Wilkinson; Mike Thelwall; Xuemei Li,,2003,Exploiting Hyperlinks to Study Academic Web Use,Social Science Computer Review,21,3,340-351,https://openalex.org/W1992522466,,,,SAGE Publishing,1068
886,https://doi.org/10.1177/0539018417752089,,Article,Nadine Desrochers; AdËle Paul-Hus; Stefanie Haustein; Rodrigo Costas; Philippe Mongeon; Anabel Quan-Haase; Timothy D. Bowman; Jen Pecoskie; Andrew Tsou; Vincent LariviËre,,2018,"Authorship, citations, acknowledgments and visibility in social media: Symbolic capital in the multifaceted reward system of science",Social Science Information,57,2,223-248,https://openalex.org/W2790320647,,,,SAGE Publishing,2032
763,https://doi.org/10.1111/ssqu.12928,,Article,Pierre Desrochers; Vincent Geloso; Joanna Szurmak,,2021,"Care to Wager Again? An Appraisal of Paul Ehrlich's Counterbet Offer to Julian Simon, Part 1: Outcomes",Social Science Quarterly,,,,https://openalex.org/W3132888130,,,,Wiley-Blackwell,506
1459,https://doi.org/10.2139/ssrn.1659853,,Article,Bobby Glushko,,2010,Pushing Libraries and Archives to the Edge of the Law,Social Science Research Network,,,,https://openalex.org/W126841093,,,,Social Science Electronic Publishing,975
1460,https://doi.org/10.2139/ssrn.1680562,,Article,Alissa Centivany; Bobby Glushko,,2010,"Open Educational Resources and the University: Law, Technology, and Magical Thinking",Social Science Research Network,,,,https://openalex.org/W117110744,,,,Social Science Electronic Publishing,975
1461,https://doi.org/10.2139/ssrn.2185096,,Article,Bobby Glushko,,2012,CRMS-World Legal Analysis and Resulting Workflow,Social Science Research Network,,,,https://openalex.org/W2258959988,,,,Social Science Electronic Publishing,975
884,https://doi.org/10.1177/0306312716650046,,Article,Vincent LariviËre; Nadine Desrochers; Benoit Macaluso; Philippe Mongeon; AdËle Paul-Hus; Cassidy R. Sugimoto,,2016,Contributorship and division of labor in knowledge production,Social Studies of Science,46,3,417-435,https://openalex.org/W2468587249,,,,SAGE Publishing,2032
502,https://doi.org/10.1080/08941920.2014.948241,,Article,Paul Nelson; Naomi Krogman; Lindsay Johnston; Colleen Cassady St. Clair,,2015,Dead Ducks and Dirty Oil: Media Representations and Environmental Solutions,Society & Natural Resources,33,2,131-142,https://openalex.org/W2067886697,,,,Taylor & Francis,1491
2167,https://doi.org/10.1111/1467-9566.12119,,Article,Sarah Glassford,,2013,"Jones, M.M. The American Red Cross: From Clara Barton to the New Deal. Baltimore: Johns Hopkins University Press, 2013. 375pp. £21.00 (hbk) ISBN: 9781421407388",Sociology of Health and Illness,35,8,1276-1277,https://openalex.org/W2012579179,,,,Wiley-Blackwell,930
1595,https://doi.org/10.29242/spec.355,,Article,Vera Armann-Keown; Afra Bolefski,,2017,SPEC Kit 355: Campus-wide Entrepreneurship (July 2017),SPEC kit,,,,https://openalex.org/W2780300565,,,,,1150
552,https://doi.org/10.1080/17430437.2013.838353,,Article,Victoria Paraschak; Kristi Thompson,,2014,Finding strength(s): insights on Aboriginal physical cultural practices in Canada,Sport in Society,17,8,1046-1060,https://openalex.org/W2025994992,,,,Taylor & Francis,1022
2089,https://doi.org/10.1007/s00520-015-2998-9,,Article,Anna Santos Salas; J. Contreras; Susan Armijo-Olivo; Humam Saltaji; Sharon Watanabe; Thane Chambers; Lori Walter; Greta G. Cummings,,2016,Non-pharmacological cancer pain interventions in populations with social disparities: a systematic review and meta-analysis,Supportive Care in Cancer,24,2,985-1000,https://openalex.org/W2112168029,,,,Springer Science+Business Media,1819
106,https://doi.org/10.1007/s00520-015-2998-9,,Article,Anna Santos Salas; J. Contreras; Susan Armijo-Olivo; Humam Saltaji; Sharon Watanabe; Thane Chambers; Lori Walter; Greta G. Cummings,,2016,Non-pharmacological cancer pain interventions in populations with social disparities: a systematic review and meta-analysis,Supportive Care in Cancer,,,,https://openalex.org/W2112168029,,,,Springer Science+Business Media,1485
99,https://doi.org/10.1007/s00464-019-07153-7,,Article,Stephanie Lim; Sydney A. Hammond; Jason Park; David J. Hochman; MÍ-Linh LÍ; Rasheda Rabbani; Ahmed M Abou-Setta; Ryan Zarychanski,,2020,Training interventions to improve adenoma detection rates during colonoscopy: a systematic review and meta-analysis,Surgical Endoscopy and Other Interventional Techniques,34,9,3870-3882,https://openalex.org/W2979301790,,,,Springer Science+Business Media,1194
100,https://doi.org/10.1007/s00464-020-08135-w,,Article,Kevin Verhoeff; Jerry T. Dang; Andy Deprato; Janice Y. Kung; Noah J. Switzer; Daniel W. Birch; Clarence Wong; Shahzeer Karmali,,2021,Surgical management of hiatal hernia vs medical therapy to treat bleeding Cameron lesions: a systematic review and meta-analysis,Surgical Endoscopy and Other Interventional Techniques,,,,https://openalex.org/W3094727675,,,,Springer Science+Business Media,1457
101,https://doi.org/10.1007/s00464-021-08866-4,,Article,Uzair Jogiat; Warren Y. L. Sun; Jerry T. Dang; Valentin Mocanu; Janice Y. Kung; Shahzeer Karmali; Simon R. Turner; Noah J. Switzer,,2021,Gastric ischemic conditioning prior to esophagectomy reduces anastomotic leaks and strictures: a systematic review and meta-analysis,Surgical Endoscopy and Other Interventional Techniques,,,,https://openalex.org/W3211421353,,,,Springer Science+Business Media,1457
102,https://doi.org/10.1007/s00464-021-08866-4,,Article,Uzair Jogiat; Warren Y. L. Sun; Jerry T. Dang; Valentin Mocanu; Janice Y. Kung; Shahzeer Karmali; Simon R. Turner; Noah J. Switzer,,2021,Gastric ischemic conditioning prior to esophagectomy reduces anastomotic leaks and strictures: a systematic review and meta-analysis,Surgical Endoscopy and Other Interventional Techniques,,,,https://openalex.org/W3211421353,,,,Springer Science+Business Media,1457
103,https://doi.org/10.1007/s00464-022-09018-y,,Article,Matthew Connell; Warren Y. L. Sun; Valentin Mocanu; Jerry T Dang; Janice Y Kung; Noah J Switzer; Daniel W Birch; Shahzeer Karmali,,2022,Management of choledocholithiasis after Roux-en-Y gastric bypass: a systematic review and pooled proportion meta-analysis,Surgical Endoscopy and Other Interventional Techniques,,,,https://openalex.org/W4205906312,,,,Springer Science+Business Media,1457
104,https://doi.org/10.1007/s00464-022-09291-x,,Article,Kevin Verhoeff,,2022,New persistent opioid use after bariatric surgery: a systematic review and pooled proportion meta-analysis,Surgical Endoscopy and Other Interventional Techniques,,,,https://openalex.org/W4229442382,,,,Springer Science+Business Media,1457
443,https://doi.org/10.1055/s-0028-1087542,,Article,Michael J. Geier; Stephen J. Geier; Christopher M. Vogels; FranÁois BÈland; Stephen A. Westcott,,2009,Hydroboration of Vinyl Arenes Using SiO2-Supported Rhodium Catalysts,Synlett,,,477-481,https://openalex.org/W1986677768,,,,Thieme Medical Publishers (Germany),1283
1001,https://doi.org/10.1186/s13643-020-01564-7,,Article,Nebojöa Oravec; Rakesh C. Arora; Brian Bjorklund; April Gregora; Caroline Monnin; Todd A. Duhamel; David E. Kent; Annette S.H. Schultz; Anna M. Chudyk,,2021,Expanding enhanced recovery protocols for cardiac surgery to include the patient voice: a scoping review protocol,Systematic Reviews,10,22,,https://openalex.org/W3118992777,,,,Springer Science+Business Media,1159
1002,https://doi.org/10.1186/s13643-021-01583-y,,Article,Sandra McKeown; Zuhaib M. Mir,,2021,Considerations for conducting systematic reviews: evaluating the performance of different methods for de-duplicating references,Systematic Reviews,10,1,,https://openalex.org/W3121686920,,,,Springer Science+Business Media,304
1004,https://doi.org/10.1186/s13643-021-01750-1,,Article,Katrina Cachero; Matthew Granger; Rebecca C. Mollard; Nicole Askin; George N. Okoli; Ahmed M Abou-Setta; Dylan S. MacKay,,2021,Efficacy and safety of clinically managed weight loss programs: a systematic review and meta-analysis protocol,Systematic Reviews,10,1,04-Jan,https://openalex.org/W3166333987,,,,Springer Science+Business Media,1195
2212,https://doi.org/10.1186/s13643-021-01844-w,,Article,Brad W. R. Roberts; Abdulrahman Al Bochi; Mark Weiler; Yashoda Sharma; Cesar Marquez-Chin; Steven Pong; Jessica Babineau; Waqas Sajid; Tilak Dutta; Albert H. Vette,,2021,Evacuation solutions for individuals with functional limitations in the built environment: a scoping review protocol,Systematic Reviews,10,1,,https://openalex.org/W4200056231,,,,Springer Science+Business Media,888
1005,https://doi.org/10.1186/s13643-022-02014-2,,Article,Nicole Burns; Janice Linton; Nathaniel J. Pollock; Laura Jane Brubacher; Nadia Green; Arn Keeling; Alex Latta; Jessica Martin; Jenny Rand; Melody E. Morton Ninomiya,,2022,Impact on mental health and wellbeing in Indigenous communities due to land loss resulting from industrial resource development: protocol for a systematic review,Systematic Reviews,11,1,07-Jan,https://openalex.org/W4285900238,,,,Springer Science+Business Media,1176
987,https://doi.org/10.1186/s13643-017-0508-5,,Article,Gary Groot; Tamara Waldron; Tracey Carr; Linda M. McMullen; Lori-Ann Bandura; Shelley-May Neufeld; Vicky Duncan,,2017,Development of a program theory for shared decision-making: a realist review protocol,Systematic Reviews,6,,,https://openalex.org/W2626626392,,,,Springer Science+Business Media,1351
997,https://doi.org/10.1186/s13643-020-01381-y,,Article,Erica Koopmans; Trina Fyfe; Mike Eadie; Chelsea A. Pelletier,,2020,Exploring prevention and mitigation strategies to reduce the health impacts of occupational exposure to wildfires for wildland firefighters and related personnel: protocol of a scoping study,Systematic Reviews,9,,,https://openalex.org/W3028707730,,,,Springer Science+Business Media,1266
